OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,County,EI_wHAB,EI_woHAB_x,hab_role,NearRiskD,Latitude,Longitude,PercentBufferOccupied,HabScore,PercentRemaining2100,PercentBufferRemain,PersistScore,AreaScore,PDI,SVI,PeopleScore,EI_woHAB_y,Probability,HazScore,TotalScore,Overall_Rating,Shape__Area,Shape__Length,Hazard_Reduction_by_Habitats_Numeric,Hazard_with_Habitats_Numeric,Hazard_without_Habitats_Numeric,Community_Flood_Risk_Max_Numeric
11712,361048.774493,4230447.23155,No,Very High,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.08882999,2.49390006,0.40507001,47.45691299,38.21228987,-76.58622962,11.24607181,1,0.0,0.0,0,1,80,60,4,1.79481995,0.9,3,9,Very Low,2807.130165465,206.6792257887047,2.0,2,2,3.0
11713,363548.774493,4230447.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.71353996,2.04583001,0.332293,436.66122437,38.21154399,-76.55827508,12.80237752,1,0.0,0.0,0,2,60,60,3,2.49390006,0.9,4,10,Low,3948.084046895,316.2563819007951,2.0,1,2,3.0
11714,370798.774493,4230447.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Low,St. Mary's,1.76801002,2.04583001,0.277823,299.1986084,38.21227368,-76.47522812,18.19342789,1,86.29604482,3.18019943,5,1,60,60,3,2.25878,0.08,3,13,Medium,2574.439597355,229.8411537213496,1.0,1,2,3.0
11715,371548.774493,4230447.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,74.08655548,38.21264644,-76.46788961,18.27207989,1,46.69748091,0.41259593,4,2,60,60,3,2.49390006,0.9,4,14,High,8755.65158251,411.7736975373153,1.0,1,1,3.0
11716,372048.774493,4230447.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Low,St. Mary's,1.89189994,2.25878,0.36688101,564.02264404,38.21205764,-76.46114104,4.20442681,1,12.30083503,6.48213773,2,1,60,80,4,0.0,0.001,0,8,Very Low,914.86405762,186.56850466288333,2.0,1,2,3.0
11717,372298.774493,4230447.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Low,St. Mary's,1.89189994,2.25878,0.36688101,730.43121338,38.21227138,-76.45865455,25.62416966,2,0.0,0.64926656,1,1,60,60,3,2.25878,0.9,3,10,Low,367.904853225,89.10356777121693,2.0,1,2,3.0
11718,379048.774493,4230447.23155,No,Very Low,Very Low,Moderate,High,Very Low,Moderate,1,1,0,0,0,Low,Moderate,Moderate,High,High,St. Mary's,1.75875998,2.0998199,0.34106201,56.9067955,38.21346724,-76.38243173,9.75230137,1,51.16663382,7.51547256,4,2,100,80,5,0.0,0.9,2,14,High,24668.577801385,2242.9253435442506,2.0,1,2,3.0
11724,478298.774493,4230447.23155,Yes,Very High,Moderate,Low,Low,Very High,Low,1,1,0,0,0,Moderate,High,High,High,High,Worcester,2.6287899,3.13857007,0.50977999,1822.48876953,38.22121037,-75.24762018,7.29035814,1,53.76505426,0.13882609,4,1,60,60,3,1.62560999,0.9,3,12,Medium,1752.97494305,239.02729663628597,3.0,2,3,3.0
11726,482048.774493,4230447.23155,Yes,High,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.80875993,3.35653996,0.547777,186.54135132,38.2216835,-75.20099011,6.22590737,1,54.96680461,2.5692199,4,2,80,80,4,1.62560999,0.9,3,14,High,7050.222771185,328.4895928411862,3.0,2,3,4.0
11727,483298.774493,4230447.23155,Yes,Very Low,High,Low,Low,Very High,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Worcester,2.17646003,2.59853005,0.42206401,72.21912384,38.22185912,-75.19071936,14.03433778,1,74.45734907,5.63039912,5,1,60,80,4,0.0,0.9,2,13,Medium,1131.77387803,292.0228872838901,2.0,2,2,4.0
11730,361298.774493,4230197.23155,No,Low,Very Low,Moderate,High,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Low,St. Mary's,1.8908,2.18791008,0.29711699,102.17268372,38.21016817,-76.58293588,16.47716649,1,38.51954305,6.20231892,3,2,60,80,4,0.0,0.9,2,12,Medium,5129.335812335,326.08072944243287,1.0,1,2,3.0
11731,363048.774493,4230197.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.71353996,2.04583001,0.332293,372.06063843,38.20937517,-76.56410383,0.0406107,1,0.0,0.0,0,1,60,80,4,1.98164999,0.0,3,9,Very Low,622.226238505,110.08145149018979,2.0,1,2,3.0
11732,363298.774493,4230197.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.71353996,2.04583001,0.332293,177.87721252,38.20905294,-76.56081674,1.91363892,1,0.0,0.28468457,1,2,60,80,4,1.79481995,0.9,3,11,Low,3539.092047615,262.14161569065845,2.0,1,2,3.0
11733,371048.774493,4230197.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Low,St. Mary's,1.76801002,2.04583001,0.277823,63.45996857,38.20934022,-76.47320471,8.75241787,1,0.0,1.24365964,1,1,60,80,4,0.0,0.9,2,9,Very Low,1867.89310169,261.54949335299506,1.0,1,2,3.0
11734,371798.774493,4230197.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.89189994,2.25878,0.36688101,467.00552368,38.21122163,-76.46351287,11.98600319,1,40.35910066,4.84388902,4,2,60,80,4,0.0,0.9,2,13,Medium,8617.563870855,474.1265582536341,2.0,1,2,3.0
11735,372298.774493,4230197.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Low,St. Mary's,1.89189994,2.25878,0.36688101,724.63049316,38.21226877,-76.45873174,23.15763857,2,7.34824264,0.23511448,2,2,40,80,3,1.98164999,0.9,3,12,Medium,4330.84360649,566.1343741099842,2.0,1,2,3.0
11736,372798.774493,4230197.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,358.25906372,38.21039423,-76.45198742,0.38716362,1,72.19183019,0.91922811,5,1,60,80,4,1.62560999,0.9,3,14,High,1848.32512801,199.63598701423064,1.0,1,1,3.0
11737,379298.774493,4230197.23155,No,Low,Very Low,Moderate,High,Very Low,Moderate,1,1,0,0,0,Low,Moderate,Moderate,High,Very Low,St. Mary's,1.94183004,2.31838989,0.37656301,0.0,38.21074833,-76.37978501,9.96096045,1,49.64573787,8.93960124,4,2,80,40,3,1.79481995,0.9,3,13,Medium,32132.44970114,1943.4531343177512,2.0,1,2,3.0
11741,478298.774493,4230197.23155,Yes,Very High,Moderate,Low,Low,Very High,Low,1,1,0,0,0,Moderate,High,High,High,Low,Worcester,2.6287899,3.13857007,0.50977999,1889.95935059,38.21942259,-75.2478655,44.40546221,3,14.83979864,2.34570932,2,2,100,80,5,0.0,0.9,2,14,High,23256.49649378,963.5056847872955,3.0,2,3,3.0
11743,482298.774493,4230197.23155,Yes,Moderate,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.69566989,3.22139001,0.52572101,49.89531708,38.22022573,-75.20097887,7.98273953,1,45.95341614,0.50057079,4,2,100,80,5,2.0998199,0.9,3,15,High,4692.21297231,295.27007922014354,3.0,2,3,4.0
11744,483298.774493,4230197.23155,Yes,Very Low,High,Low,Low,Very High,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Worcester,2.17646003,2.59853005,0.42206401,53.77793884,38.21963913,-75.1905965,0.7902596,1,49.26194804,0.65025089,4,1,60,80,4,1.98164999,0.01,3,13,Medium,1248.59549621,191.48485317204936,2.0,2,2,4.0
11747,361548.774493,4229947.23155,No,Low,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Low,St. Mary's,1.83254004,2.18791008,0.355371,431.83786011,38.20778585,-76.58011755,-4e-08,0,0.24222302,2.84340699,2,1,80,80,4,1.98164999,0.9,3,10,Low,1416.439678125,197.38497711765663,2.0,1,2,3.0
11748,361798.774493,4229947.23155,No,Moderate,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Low,St. Mary's,1.94183004,2.31838989,0.37656301,606.14959717,38.20684332,-76.57852511,25.92840416,2,0.0,3.34715432,1,1,60,80,4,1.98164999,0.9,3,11,Low,1513.42017068,159.7401111557905,2.0,1,2,3.0
11749,362548.774493,4229947.23155,Yes,Very High,Very Low,Moderate,Moderate,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,2.00471997,2.39348006,0.38876,320.14190674,38.20700401,-76.56993788,30.05486758,2,0.0,2.56380836,1,1,60,80,4,1.98164999,0.0,3,11,Low,746.812755705,104.29819177230112,2.0,1,2,3.0
11750,362798.774493,4229947.23155,Yes,Very High,Very Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.71353996,2.04583001,0.332293,280.4887085,38.20715436,-76.56708677,12.53884689,1,86.76459308,2.61837257,5,2,80,80,4,0.0,0.9,2,14,High,7430.599992585,476.2436380216092,2.0,1,2,3.0
11751,371298.774493,4229947.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Moderate,St. Mary's,1.95203996,2.25878,0.306741,26.92648315,38.20814891,-76.47023947,13.78686402,1,59.94606413,5.0698587,4,2,80,80,4,0.0,0.9,2,13,Medium,15180.80949288,684.8163043111268,1.0,1,2,3.0
11752,371548.774493,4229947.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.89189994,2.25878,0.36688101,200.55981445,38.20656028,-76.4679254,12.36274377,1,37.72185311,0.48499087,3,2,100,80,5,2.0998199,0.9,3,14,High,4624.48251016,341.5925587774204,2.0,1,2,3.0
11753,372548.774493,4229947.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,489.72860718,38.20875489,-76.45397967,38.40876859,2,3.37763458,3.2981495,2,2,100,60,4,3.58964992,0.9,5,15,High,30429.19516246,1066.551798689106,1.0,1,1,3.0
11754,373048.774493,4229947.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,209.95623779,38.20876689,-76.45078451,15.89817658,1,0.0,0.34322487,1,2,100,60,4,2.82614994,0.9,4,12,Medium,10827.373628855,598.7960162626512,1.0,1,1,3.0
11755,379548.774493,4229947.23155,No,Low,Very Low,Moderate,High,Very Low,High,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.02328992,2.41564989,0.39236099,169.25294495,38.20851386,-76.37729307,27.67474017,2,50.09242724,4.47314999,4,3,100,60,4,3.58964992,0.9,5,18,Very High,136687.71794527,3152.870366531963,2.0,2,2,3.0
11759,478298.774493,4229947.23155,Yes,Very High,Moderate,Low,Moderate,Very High,Low,0,1,0,0,0,Moderate,High,Low,Low,Low,Worcester,3.02073002,3.32573009,0.30500501,1988.12866211,38.21725529,-75.24788784,44.64780038,3,51.0110032,3.4720989,4,2,80,40,3,2.91769004,0.9,5,17,Very High,11044.28352749,729.5761742627913,1.0,2,3,1.0
11760,482298.774493,4229947.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Moderate,Worcester,2.89973998,3.46526003,0.56551999,39.6514473,38.21680917,-75.20040007,17.40171295,1,0.0,4.67287879,1,2,80,40,3,3.27605009,0.9,5,12,Medium,5023.37454059,270.59207059109514,3.0,2,3,4.0
11761,483298.774493,4229947.23155,Yes,Very Low,High,Low,Low,Very High,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Worcester,2.17646003,2.59853005,0.42206401,136.97857666,38.21729858,-75.19028967,44.82824598,3,11.4857869,17.74429019,2,2,100,60,4,3.25123,0.9,5,16,Very High,13131.97704624,606.5889766133396,2.0,2,2,4.0
11764,362048.774493,4229697.23155,No,Moderate,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.94183004,2.31838989,0.37656301,438.99420166,38.20511916,-76.57521266,21.91053345,2,0.0,12.05579615,1,2,100,60,4,3.25123,0.9,5,14,High,19048.605257995,708.4838511350849,2.0,1,2,3.0
11765,362298.774493,4229697.23155,No,Moderate,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.94183004,2.31838989,0.37656301,253.34611511,38.20461325,-76.57280713,54.1007205,3,50.72927571,40.74163934,5,2,100,60,4,0.0,0.001,0,14,High,4896.777341525,356.4194400168177,2.0,1,2,3.0
11766,371798.774493,4229697.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.89189994,2.25878,0.36688101,319.49356079,38.20563877,-76.46479413,49.84104123,3,69.43772494,19.61750004,5,2,100,60,4,0.0,0.001,0,14,High,18537.131096035,879.2451557840686,2.0,1,2,3.0
11767,373048.774493,4229697.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,168.35430908,38.20766015,-76.44990334,41.02908298,3,27.14277713,7.39209771,3,2,100,60,4,0.0,0.9,2,14,High,20286.172326785,1388.2784852586137,1.0,1,1,3.0
11768,379548.774493,4229697.23155,No,High,Very Low,Moderate,High,Very Low,High,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.23390007,2.66709995,0.433202,363.99200439,38.2070676,-76.37595338,42.2701611,3,34.16118741,9.54392065,3,3,100,60,4,2.82614994,0.9,4,17,Very High,54537.09891202,1431.9098380507983,2.0,2,2,3.0
11772,482048.774493,4229697.23155,Yes,Moderate,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.69566989,3.22139001,0.52572101,33.92341995,38.21437454,-75.20096722,45.36444939,3,0.0,8.30618758,1,1,100,60,4,0.0,0.9,2,11,Low,2900.69540313,254.31859204344522,3.0,2,3,4.0
11773,483298.774493,4229697.23155,Yes,Very Low,High,Low,Low,Very High,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Worcester,2.17646003,2.59853005,0.42206401,0.0,38.21509854,-75.19078319,41.89081146,3,85.42327341,59.48975793,5,2,100,60,4,0.0,0.001,0,14,High,9187.587251735,402.3219970355326,2.0,2,2,4.0
11778,362298.774493,4229447.23155,No,Low,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.83254004,2.18791008,0.355371,133.02099609,38.20366282,-76.57213769,21.77704686,2,0.0,0.0,0,1,80,60,4,2.31838989,0.9,3,10,Low,508.855322435,100.03844055451361,2.0,1,2,3.0
11779,371798.774493,4229447.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Moderate,St. Mary's,1.95203996,2.25878,0.306741,154.1803894,38.20438548,-76.46334122,19.89641576,1,0.0,0.14902631,1,1,80,60,4,2.31838989,0.9,3,10,Low,581.909105305,103.56792384882283,1.0,1,2,3.0
11780,372048.774493,4229447.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Moderate,St. Mary's,1.95203996,2.25878,0.306741,100.82749939,38.20390315,-76.4628771,1.17176191,1,0.0,0.0,0,1,100,60,4,1.79481995,0.9,3,9,Very Low,2099.914555085,212.86274215434943,1.0,1,2,3.0
11781,372298.774493,4229447.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,High,Very Low,St. Mary's,1.55109,1.79481995,0.243736,4.0400939,38.2019277,-76.45754762,12.26598002,1,0.0,2.6914338,1,1,80,60,4,2.31838989,0.9,3,10,Low,1886.374314365,262.1845881516689,1.0,1,1,3.0
11782,373048.774493,4229447.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,High,Very Low,St. Mary's,1.55109,1.79481995,0.243736,20.54063225,38.20457592,-76.44613966,6.73725099,1,61.5392242,1.03771809,5,2,60,60,3,2.31838989,0.9,3,14,High,22564.787146055,663.4782796014056,1.0,1,1,3.0
11783,379798.774493,4229447.23155,No,High,Very Low,Moderate,High,Very Low,Moderate,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.14394999,2.55971003,0.415759,713.93011475,38.20459797,-76.37345403,8.65273538,1,0.0,2.48635277,1,1,60,40,3,2.55971003,0.9,4,10,Low,397.15207924,81.21100505445759,2.0,2,2,3.0
11787,482298.774493,4229447.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.89973998,3.46526003,0.56551999,19.09197044,38.21366606,-75.20062275,4.94633711,1,34.47900735,1.50712003,3,2,40,60,3,2.31838989,0.9,3,12,Medium,6604.317427075,629.9655412519011,3.0,2,3,4.0
11788,482548.774493,4229447.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,0,Moderate,High,High,Very High,Moderate,Worcester,2.89166999,3.46526003,0.57358903,10.4700613,38.21320522,-75.19932596,4.8329807,1,68.14367124,0.63316727,5,2,40,60,3,1.98164999,0.9,3,14,High,4922.68321392,276.9968655547646,3.0,2,3,4.0
11789,482798.774493,4229447.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,0,Moderate,High,High,Very High,Moderate,Worcester,2.89166999,3.46526003,0.57358903,56.6451683,38.21263627,-75.19660184,32.31711062,2,13.41990446,1.76062529,2,1,40,60,3,2.39348006,0.9,4,12,Medium,2893.59477718,253.37124624861377,3.0,2,3,4.0
11790,483548.774493,4229447.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.89973998,3.46526003,0.56551999,203.65129089,38.21276855,-75.18927136,7.59990602,1,5.07661727,3.63765722,2,2,80,60,4,2.0998199,0.9,3,12,Medium,6873.159413845,491.000622436525,3.0,2,3,4.0
11795,362548.774493,4229197.23155,No,Very Low,Very Low,Moderate,High,Very Low,Very Low,1,1,0,0,0,Low,Low,Low,High,Low,St. Mary's,1.50329995,1.79481995,0.29152301,31.04419136,38.20150752,-76.56887994,0.0,0,73.32603407,0.46115825,5,2,100,40,4,1.98164999,0.001,3,14,High,3578.443504715,239.72597843910856,1.0,1,1,3.0
11796,362798.774493,4229197.23155,No,Very Low,Very Low,Moderate,High,Very Low,Very Low,1,0,0,0,0,Low,Low,Low,High,Moderate,St. Mary's,1.55109,1.79481995,0.243736,72.590065,38.20040929,-76.56676315,0.15353835,1,27.39211372,0.70416063,3,2,100,80,5,1.98164999,0.9,3,14,High,4617.863026735,444.310878468313,1.0,1,1,3.0
11797,372548.774493,4229197.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,High,Very Low,St. Mary's,1.55109,1.79481995,0.243736,76.3187561,38.20190692,-76.45628686,5.11414617,1,24.41733821,1.79377239,3,2,80,40,3,2.0998199,0.9,3,12,Medium,5677.58229472,383.2863435429526,1.0,1,1,3.0
11798,373048.774493,4229197.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Very Low,St. Mary's,1.89189994,2.25878,0.36688101,17.96940231,38.20120239,-76.44661834,16.22242273,1,55.73028293,1.74894666,4,2,60,80,4,0.0,0.9,2,13,Medium,8366.768350955,431.36091636502584,2.0,1,2,3.0
11799,379798.774493,4229197.23155,No,High,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.02328992,2.41564989,0.39236099,920.32769775,38.20284948,-76.37243961,1.32042759,1,13.50702623,0.77655918,2,2,100,80,5,1.79481995,0.9,3,13,Medium,5142.55762106,519.6719092199116,2.0,2,2,3.0
11805,482798.774493,4229197.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,0,Moderate,High,High,Very High,Moderate,Worcester,2.89166999,3.46526003,0.57358903,75.8542099,38.21181187,-75.19512247,6.04390583,1,11.15186383,2.74717496,2,2,80,40,3,1.79481995,0.9,3,11,Low,3365.98006933,346.092066671162,3.0,2,3,4.0
11806,483298.774493,4229197.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,0,Moderate,High,High,Very High,Very High,Worcester,2.89166999,3.46526003,0.57358903,428.82507324,38.21003805,-75.19040345,25.37546262,2,70.1994871,2.0251111,5,2,60,80,4,2.55971003,0.9,4,17,Very High,24481.91259117,1255.958745734428,3.0,2,3,4.0
11807,485048.774493,4229197.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,0,0,0,1,Moderate,High,High,Very High,Very High,Worcester,2.9921999,3.46526003,0.47305799,1930.73791504,38.20984649,-75.16894664,0.39026765,1,76.11885227,1.2603214,5,2,100,80,5,1.98164999,0.9,3,16,Very High,10105.76999371,872.9863359096126,3.0,2,3,4.0
11811,363048.774493,4228947.23155,No,Low,Very Low,Moderate,High,Very Low,Very Low,1,1,0,0,0,Low,Low,Moderate,High,Very Low,St. Mary's,1.65978003,1.98164999,0.32186699,72.85076141,38.19814667,-76.56392266,0.0,0,18.35007631,0.13047289,2,2,100,80,5,2.0998199,0.9,3,12,Medium,5124.770693375,309.20004446195367,2.0,1,1,3.0
11813,373048.774493,4228947.23155,Yes,High,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,High,Moderate,St. Mary's,1.8908,2.18791008,0.29711699,66.59381104,38.19933314,-76.45236379,16.78764773,1,15.00808021,0.86950845,2,2,100,80,5,1.79481995,0.9,3,13,Medium,16107.750731155,947.6332038719729,1.0,1,2,3.0
11814,380048.774493,4228947.23155,No,High,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,High,Moderate,St. Mary's,2.02328992,2.41564989,0.39236099,1080.10253906,38.2002396,-76.37037722,27.53340437,2,51.84102967,12.45696024,4,2,100,80,5,0.0,0.9,2,15,High,14992.731172155,520.6293642309421,2.0,2,2,3.0
11821,421798.774493,4228947.23155,Yes,Low,Very High,Very High,Moderate,Low,Very Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Somerset,2.38095999,2.84267998,0.46171999,23.42243195,38.2024563,-75.89120242,17.64162552,1,27.79491889,11.30769455,3,1,100,80,5,0.0,0.001,0,10,Low,2304.34703975,194.07231984712462,3.0,2,2,4.0
11822,422048.774493,4228947.23155,Yes,Very Low,Very High,Very High,Moderate,Low,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Somerset,2.38095999,2.84267998,0.46171999,12.12038326,38.203452,-75.88908197,23.37669414,2,62.65289687,1.71836286,5,2,60,80,4,2.55971003,0.9,4,17,Very High,17614.532079755,573.1303971030852,3.0,2,2,4.0
11823,422298.774493,4228947.23155,Yes,Low,Very High,Very High,Moderate,Low,Very Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Somerset,2.38095999,2.84267998,0.46171999,0.0,38.20355205,-75.88766153,8.03167089,1,15.28616733,8.89723676,2,1,100,80,5,1.98164999,0.9,3,12,Medium,1186.604866145,185.578405381614,3.0,2,2,4.0
11825,477548.774493,4228947.23155,Yes,High,Moderate,Low,Low,Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,High,High,Worcester,2.23390007,2.66709995,0.433202,1926.06286621,38.2080241,-75.25653629,12.7704656,1,39.1214147,20.71030403,3,3,100,80,5,1.79481995,0.9,3,15,High,39360.706056145,1180.153896024404,2.0,2,2,3.0
11826,478048.774493,4228947.23155,Yes,High,Moderate,Low,Moderate,Low,Low,0,1,0,0,0,Moderate,Moderate,Low,High,High,Worcester,2.5669601,2.82614994,0.25918701,1991.69091797,38.20735769,-75.25000089,17.33923484,1,61.98742269,0.11134808,5,1,60,80,4,1.98164999,0.9,3,14,High,1700.59650994,242.5916090194133,1.0,2,2,3.0
11827,483048.774493,4228947.23155,Yes,Very High,High,Low,Moderate,Very High,Low,1,1,0,0,0,Moderate,High,High,Very High,Very High,Worcester,2.89166999,3.46526003,0.57358903,469.61499023,38.20844038,-75.19273112,4.47474411,1,27.37529347,1.96245925,3,1,80,80,4,1.98164999,0.9,3,12,Medium,2095.69822277,244.7556060421111,3.0,2,3,4.0
11830,363048.774493,4228697.23155,No,Moderate,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Very Low,St. Mary's,1.94183004,2.31838989,0.37656301,49.21123886,38.19687041,-76.56245128,6.6213206,1,48.45077633,3.18038577,4,1,100,80,5,0.0,0.001,0,11,Low,2233.0554292,181.8521396654309,2.0,1,2,3.0
11831,372548.774493,4228697.23155,Yes,Low,Very Low,Moderate,Low,Very Low,Low,0,1,0,0,0,Low,Low,Low,High,Moderate,St. Mary's,1.79990995,1.98164999,0.181738,55.7494545,38.19648356,-76.45427877,23.92667456,2,44.33691819,3.96673284,4,2,20,80,3,2.71234989,0.001,4,15,High,9597.76059268,689.3040463801367,1.0,1,1,3.0
11833,373548.774493,4228697.23155,Yes,Moderate,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,St. Mary's,1.75875998,2.0998199,0.34106201,66.96308899,38.19710823,-76.44387934,7.61390807,1,58.55103114,2.72388786,4,2,100,40,4,2.18791008,0.008,3,14,High,9165.88807579,424.13701504242,2.0,1,2,3.0
11834,373798.774493,4228697.23155,Yes,Low,Very Low,Moderate,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,High,Very Low,St. Mary's,1.71254003,1.98164999,0.269106,140.70458984,38.19796015,-76.44140771,8.58843232,1,16.06391317,2.5547923,2,2,60,60,3,2.45664001,0.9,4,12,Medium,3326.86263075,285.451021015994,1.0,1,1,3.0
11835,374048.774493,4228697.23155,Yes,Very Low,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,Very Low,St. Mary's,1.50329995,1.79481995,0.29152301,140.9331665,38.19825625,-76.43841444,9.49800387,1,81.09436925,2.16719754,5,2,20,80,3,2.55971003,0.9,4,15,High,19742.606443905,748.1984893100279,1.0,1,1,3.0
